id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
201,Valentine,https://m.media-amazon.com/images/M/MV5BMmY5ZDZlOTUtZDY0Ni00YWMxLTgzZGYtNzhhNmJkOWEwMjhlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,"Man recruits girl under the guise of making a movie, while really trying to turn her into a masked vigilante.",Action,13+,4.7,504,Indonesian,Ubay Fox,"['Arie Dagienkz', 'Matthew Settle', 'Ahmad Affandy', 'Sasky Aisyawara', 'Indra Birowo', 'Mega Carefansa', 'Albert Cen', 'Amber Lee Connors', 'Cynthia Cranz', 'Hayden Daviau', 'Marcell Domits', 'R. Bruce Elliott', 'Emily Fajardo', 'Stephen Fu', 'Luis Jocom']",105,13,-0.064632138,-1.261186258,-0.085656158,0.404499567,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
202,Verses of Love 2,https://m.media-amazon.com/images/M/MV5BMzNjZTI4ZGYtNTRmNi00NDJhLThlMTEtNjhlMjc4OGIyM2Q3XkEyXkFqcGc@._V1_QL75_UX603_.jpg,2017,"Fahri, now living in Edinburgh and even becomes a lecturer at University of Edinburgh, but he was forced to live his daily life alone. Together with Uncle Hulusi, his Turkish household assistant, he continued his life without Aisha.",Drama,13+,5.6,533,Indonesian,Guntur Soeharjanto,"['Fedi Nuril', 'Dewi Sandra', 'Chelsea Islan', 'Tatjana Saphira', 'Nur Fazura', 'Pandji Pragiwaksono', 'Arie K. Untung', 'Cole Gribble', 'Dewi Irawan', 'Bront Palarae', 'Timo Scheunemann', 'Melayu Nicole', 'Lera Netesa', 'Millane Fernandez', 'Jihane Almira']",125,13,-0.064632138,-0.591588799,-0.083512961,1.774125393,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
203,Aku Ingin Ibu Pulang,https://m.media-amazon.com/images/M/MV5BYmQ3MDZiMzktN2Q5MS00NDVkLTkwZWItOTcwNzE4YTI2NTY2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,An Indonesian drama following the life of a young marathon runner who just wants his mother to return and make their family whole again.,Drama,SU,8,6,Indonesian,Monty Tiwa,"['Jefan Nathanio', 'Nirina Zubir', 'T. Rifnu Wikana', 'Ghecca Tavvara', 'Verdi Solaiman', 'Mario Irwinsyah', 'Nova Eliza', 'Deddy Mahendra Desta', 'Acha Sinaga', 'Reza Nangin', 'Andy F. Noya', nan, nan, nan, nan]",101,0,-2.682985269,1.194004423,-0.122460013,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
204,Bulan Terbelah di Langit Amerika 2,https://m.media-amazon.com/images/M/MV5BZTZiNmJkYTctODYxYy00MWI2LTlkM2QtOGY3M2Q0MjBlZWEwXkEyXkFqcGc@._V1_QL75_UX127.5_.jpg,2016,"When Hanum and Rangga decided to return to Vienna, Hanum's boss gave them a new mission: to find a treasure left behind by a group of Chinese Muslim sailors who had set their sail toward the American continent long before Columbus arrived.",Adventure,13+,4.4,153,Indonesian,Rizal Mantovani,"['Acha Septriasa', 'Abimana Aryasatya', 'Nino Fernandez', 'Rianti Cartwright', 'Hannah Al Rashid', 'Ira Wibowo', 'Hailey Franco', 'Boy William', 'Kenny Adianto Putra', 'Adlu Fahrezi', 'Eko Susilo', 'Rudianto Fransiskus', 'Novi Sandra Sari', 'Astro Liecharlie', 'Thomas Johansen']",100,13,-0.064632138,-1.48438541,-0.111596224,0.062093111,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
205,Cek Toko Sebelah,https://m.media-amazon.com/images/M/MV5BMGQ0ZmVlNDctYmVkYy00N2ViLWIyODgtNzAwNzI3ZGY0YjcyXkEyXkFqcGc@._V1_QL75_UX243_.jpg,2016,"Right when everything is going well for Erwin, his father falls sick and asks him to drop everything and help out at the family store disappointing Yohan, his irresponsible older brother.",Comedy,13+,8,1472,Indonesian,Ernest Prakasa,"['Ernest Prakasa', 'Kin Wah Chew', 'Gisella Anastasia', 'Dion Wiyoko', 'Adinia Wirasti', 'Dodit Mulyanto', 'Tora Sudiro', 'Adjis Doaibu', 'Andi Awwe Wijaya', 'Arafah Rianti', 'Yeyen Lydia', 'Anyun Cadel', 'Hernawan Yoga', 'Ghita Bhebhita', 'Budi Dalton']",104,13,-0.064632138,1.194004423,-0.014117741,0.336018276,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
206,Hangout,https://m.media-amazon.com/images/M/MV5BMTc1NDUwN2EtYjEyNC00NmRmLTlmOTYtMjU2ZDcwMTkzY2FiXkEyXkFqcGc@._V1_QL75_UX241.5_.jpg,2016,Nine people who were invited to a mysterious island tried to survive when someone began to murder them one by one.,Comedy,13+,5.9,564,Indonesian,Raditya Dika,"['Raditya Dika', 'Soleh Solihun', 'Prilly Latuconsina', 'Gading Marten', 'Titi Kamal', 'Surya Saputra', 'Dinda Kanyadewi', 'Bayu Skak', 'Mathias Muchus', nan, nan, nan, nan, nan, nan]",101,13,-0.064632138,-0.368389646,-0.081221958,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
207,Iseng,https://m.media-amazon.com/images/M/MV5BOWQ2ZGY1ZGUtZjg1ZS00NzgxLWIzYTYtYmQ2ZTYzNzRiNDM3XkEyXkFqcGc@._V1_QL75_UX124.5_.jpg,2016,"Inspired by a true story about a young rookie detective paired with an experienced officer, a flirtatious secretary, a prostitute, three thugs, a driver, a restaurant owner, a cook, and a ...",Drama,D,7,22,Indonesian,Adrian Tang,"['Donny Alamsyah', 'Viola Arsa', 'Ayushita', 'Fauzi Baadila', 'Siti Badriah', 'Manda Cello', 'Fandy Christian', 'Melinda Csm', 'Donny Damara', 'Wulan Guritno', 'Khiva Iskak', 'Micheal Kho', 'Evelinn Kurniadi', 'Nagra Kautsar Pakusadewo', 'Tio Pakusadewo']",100,21,1.546662096,0.450007247,-0.12127756,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
208,Istirahatlah Kata-Kata,https://m.media-amazon.com/images/M/MV5BZWVkOGU4NjItYTQ3Ny00NDY2LThmYTItMWY0ZThkNDlkYzIzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,"Wiji Thukul, a well-known poet, is designed as a suspect activist. With the police looking for him, Wiji is forced to leave Solo for Borneo, thousands of kilometers away.",Adventure,D,7.3,217,Indonesian,Yosep Anggi Noen,"['Gunawan Maryanto', 'Marissa Anita', 'Eduward Manalu', 'Melanie Subono', 'Davi Yunan', 'Franco Christo', 'Kun Hidayat', 'Mugiono', 'Arswendi Nasution', 'Putri Fathiya Hany Nurrohman', 'Edwin Setiadi Raharja', 'Rukman Rosadi', 'Arif Setiawan', 'Sucipto', 'Joned Suryatmoko']",97,21,1.546662096,0.6732064,-0.106866412,-0.143350763,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
209,Jagoan Instan,https://m.media-amazon.com/images/M/MV5BYzA1MDE3ZTMtNTBiYy00ZjczLWFmYjctZTkzMzc4MGVmOTY5XkEyXkFqcGc@._V1_QL75_UX226.5_.jpg,2016,"Bumi then becomes Instant Champ, who has strength and superiority after being injected with the serum. When the serum disappears, Bumi is back into a mediocre man.",Action,SU,5.3,23,Indonesian,Fajar Bustomi,"['Kemal Palevi', 'Kevin Julio', 'Anisa Rahma', 'Dede Yusuf', 'Meriam Bellina', 'Alexa Key', 'Jovial Da Lopez', 'Andovi Da Lopez', 'Ki Manteb Soedharsono', 'Daan Aria', 'Faras Fatik', 'Nikita Mirzani', 'Maxx Don', 'Mo Sidik', 'Fico Fachriza']",96,0,-2.682985269,-0.814787952,-0.121203656,-0.211832054,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
210,Midnight Show,https://m.media-amazon.com/images/M/MV5BMTE5Zjk3YmYtZGYyNC00NmM0LWIzOWEtYjBjMzZlNTRlNTMwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,A serial killer is about to get on his revenge with the people inside a movie theater during a midnight showing.,Action,D,6.6,53,Indonesian,Ginanti Rona Tembang Sari,"['Gandhi Fernando', 'Acha Septriasa', 'Ganindra Bimo', 'Ratu Felisha', 'Boy Harsya', 'Gesata Stella', 'Arthur Tobing', 'Ronny P. Tjandra', 'Daniel Topan', 'Ade Firman Hakim', 'Rangga Djoned', 'Citra Prima', 'Yayu A.W. Unru', 'Neny Anggraeni', 'Rayhand Khan']",100,21,1.546662096,0.152408377,-0.118986557,0.062093111,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
211,Sundul Gan: The Story of Kaskus,https://m.media-amazon.com/images/M/MV5BNTVlMDhkZmYtZjQ4My00NGZmLWI3YzAtZjIzOTcxMDNiMDA0XkEyXkFqcGc@._V1_QL75_UX229.5_.jpg,2016,"At Seattle, when realizing Andrew Darwis is a man who created Kaskus, Ken Dean, a man with great passion quickly persuade Andrew to come back to Indonesia so they can expand this site ...",Biography,D,8.5,29,Indonesian,Naya Anindita,"['Ahmad Affandy', 'Pamela Bowie', 'Andre Bablo Fardanish', 'Albert Halim', 'Dion Wiyoko', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",89,21,1.546662096,1.566003011,-0.120760236,-0.691201093,-0.313625024,-0.260248119,-0.061199006,5.700877125,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
212,Super Didi,https://m.media-amazon.com/images/M/MV5BZWViYmMwZWQtNTVjMC00ZWM5LWFhYTYtNDc3YTk0ZDdhNTQ4XkEyXkFqcGc@._V1_QL75_UX234_.jpg,2016,"In two weeks absence of his wife, a young brilliant architect has to look after his two little girls as a clueless father. In the meantime he got a deadline of the most important project in his career.",Comedy,SU,7.1,19,Indonesian,Hadrah Daeng Ratu,"['Vino G. Bastian', 'Karina Nadila', 'Ira Maya Sopha', 'Mathias Muchus', 'Anjanique Renney', 'Aviela Reyna', 'Mike Lucock', 'Verdi Solaiman', 'Zilly Larasati', 'Patty Sandya', 'Joe Project P.', 'Bayu Oktara', 'Sandy Andarusman', 'Bang Tigor', 'Marcella Lumowa']",108,0,-2.682985269,0.524406965,-0.12149927,0.609943441,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
213,Surat dari Praha,https://m.media-amazon.com/images/M/MV5BNzg3Nzc3ZDEtZDdhNy00NDYzLTkwZTktMjExNDAyNTEyOTZkXkEyXkFqcGc@._V1_QL75_UX219_.jpg,2016,"A girl named Larasati (Julie Estelle), trying to fulfill her deceased mother's last wish to deliver a box filled with letters from her past to an old guy lived in Prague. A story about forgiveness, tying loose end and bond.",Drama,R,7.2,262,Indonesian,Angga Dwimas Sasongko,"['Julie Estelle', 'Tio Pakusadewo', 'Rio Dewanto', 'Widyawati', 'Chicco Jerikho', 'Jajang C. Noer', 'Shafira Umm', nan, nan, nan, nan, nan, nan, nan, nan]",97,13,-0.064632138,0.598806682,-0.103540762,-0.143350763,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
214,Turah,https://m.media-amazon.com/images/M/MV5BNTIwMjRkNjAtYTZjZi00Zjg0LThjM2ItMmJkOTk4NGQ3NGU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,The residents of Kampung Tirang live in dilapidated shacks just to earn for their next meal. The hardworking and reliable Turah has been appointed by the cooperative leader to tend to ...,Drama,13+,7.7,59,Indonesian,Wicaksono Wisnu Legowo,"['Ubaidillah', 'Slamet Ambari', 'Yono Daryono', 'Rudi Iteng', 'Narti Diono', 'Cartiwi', 'Muhammed Riziq', 'Siti Khalimatus Sadiyah', 'Aminah', 'M. Ilham Maulana', 'Bontot Sukandar', 'Sulistyo Kusumawati', 'Firman Hadi', 'Lukman Jiwa', 'Bambang Suwidagdo']",83,13,-0.064632138,0.97080527,-0.118543137,-1.10208884,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
215,What's Up with Love 2,https://m.media-amazon.com/images/M/MV5BYmMyNWJhNWYtNmI2MS00MjQ2LTllZDYtYjMwM2E4Mjc0ZGI5XkEyXkFqcGc@._V1_QL75_UX222_.jpg,2016,"14 years after their budding romance in high school, Rangga and Cinta reunite in Yogyakarta to have their closure after Rangga had left Cinta with no explanation years prior.",Drama,13+,7.4,1650,Indonesian,Riri Riza,"['Nicholas Saputra', 'Dian Sastrowardoyo', 'Titi Kamal', 'Adinia Wirasti', 'Sissy Priscillia', 'Dennis Adhiswara', 'Ario Bayu', 'Christian Sugiono', 'Sarita Thaib', 'Dimi Cindyastira', 'Lei-Lei Bavoil', 'Chase Kuertz', 'Mian Tiara', nan, nan]",123,13,-0.064632138,0.747606117,-0.000962949,1.63716281,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
216,Winter in Tokyo,https://m.media-amazon.com/images/M/MV5BZDE0YWM1ZTYtMWQ5Ny00NTU3LTk0MzYtYjc1NjFlNzUzYjQ0XkEyXkFqcGc@._V1_QL75_UX126_.jpg,2016,"A woman named Keiko Ishida (Pamela Bowie), the librarian, who lives in a small apartment on the outskirts of Tokyo, gets a new neighbor, Kazuto Nishimura (Dion Wiyoko) who returns to Tokyo after 10 years living in America.",Romance,13+,7.8,17,Indonesian,Fajar Bustomi,"['Dion Wiyoko', 'Pamela Bowie', 'Morgan Oey', 'Kimberly Ryder', 'Ferry Salim', 'Brandon Salim', 'Brigitta Cynthia', nan, nan, nan, nan, nan, nan, nan, nan]",103,13,-0.064632138,1.045204988,-0.121647076,0.267536985,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,16.34013464,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
217,Ziarah,https://m.media-amazon.com/images/M/MV5BYjMyNGMxY2UtYTkwYy00YmI2LWEzY2UtOTBiYTEyOGJhZTM3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,"Madam Sri is on the search for the grave of her husband who disappeared during the Indonesian National Revolution. Along the way, her grandson looks for her through various conversations ...",Drama,13+,8,29,Indonesian,B.W. Purba Negara,"['Ponco Sutiyem', 'Rukman Rosadi', 'Ledjar Subroto', 'Vera Prifatamasari', 'E. Suhardjendro', 'Sasmo Wiyanto', 'Sugeng Prihatin', 'Supriyanto', 'Harso Diyono', 'Sartorejo', 'Fajar Suharno', 'Arief Akhmad Yani', 'Mulyani', 'Sri Mulyani', 'Natasya Putri Sastrosoemarto']",87,13,-0.064632138,1.194004423,-0.120760236,-0.828163675,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
218,About A Woman,https://m.media-amazon.com/images/M/MV5BNjYwMzYyZTEtN2I1Zi00NWZjLWIxOWUtMDc4NTMwZjA2NzkxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2015,"A widow of 65 lives alone but denies she is lonely. Her family sends her in-law's nephew, teenager Abi, to help around the house. The widow, who is starting to feel insecure about her ...",Drama,D,8.6,19,Indonesian,Teddy Soeriaatmadja,"['Rendy Ahmad', 'Anneke Jodi', 'Tutie Kirana', 'Ringgo Agus Rahman', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",76,21,1.546662096,1.640402729,-0.12149927,-1.581457879,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
219,Bulan Terbelah di Langit Amerika,https://m.media-amazon.com/images/M/MV5BOWQ3Mzc1NTQtMzY2YS00ODk0LWIyNjktNTYzYjhmNmE4NWVjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2015,"A husband and wife, Hanum and Rangga, are trying to uncover what really happened in 9/11 tragedy from their point of view.",Adventure,17+,6,213,Indonesian,Rizal Mantovani,"['Acha Septriasa', 'Abimana Aryasatya', 'Nino Fernandez', 'Rianti Cartwright', 'Hannah Al Rashid', 'Nur Fazura', 'Michael Abts', 'Laval Alsbrooks Jr.', 'Daniel Danielson', 'Gys de Villiers', 'Hailey Franco', 'Nicholas M. Garofolo', 'Nancy Marlowe Gordon', 'Wanning Jen', 'Nick Mosse']",109,17,0.741014979,-0.293989929,-0.107162025,0.678424732,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
220,Epen Cupen the Movie,https://m.media-amazon.com/images/M/MV5BYzk2MGY3ZmQtNjg4ZC00MjdhLTg0OGYtMWRhNmFjYzkxZjM3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2015,"Celo a young man from Papua, prompting his father to go look for the lost twin brother since childhood. Celo set off by following the instructions of the dream of his father who saw his ...",Comedy,SU,5.3,26,Indonesian,Irham Acho Bahtiar,"['Keisha Shadè Akinyemi', 'Abdur Arsyad', 'Nato Beko', 'Babe Cabita', 'Klemen Awi Celo', 'Deddy Mahendra Desta', 'Fico Fachriza', 'Pierre Gruno', 'Edward Gunawan', 'Marissa Nasution', 'Temon Rarameha', 'Uus', nan, nan, nan]",91,0,-2.682985269,-0.814787952,-0.120981946,-0.55423851,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
221,Lily Bunga Terakhirku,https://m.media-amazon.com/images/M/MV5BNTY0NzQzNTU4Ml5BMl5BanBnXkFtZTgwNTY2NjE3NjE@._V1_FMjpg_UX1000_.jpg,2015,"As a child, Tura, witnessed thieves to rape and kill his mother. After he buried her mother in the back garden of his home, he takes care of himself until adulthood and became a florist ...",Drama,17+,7.8,12,Indonesian,Indra Birowo,"['Salvita Decorte', 'Baim Wong', 'Wulan Guritno', 'Haykal', 'Zidane', 'Tanta Ginting', 'Abdurrahaman', 'Verdi Solaiman', 'Mike Lucock', 'Ilya Sigma', 'Caradith', 'Ameliia dyah ayu Pamukir', 'Tamiraz', 'Tutry', 'Gracia']",83,17,0.741014979,1.045204988,-0.122016593,-1.10208884,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
222,Pizza Man,https://m.media-amazon.com/images/M/MV5BODhhNTZiYzUtYmYyZS00MmJmLTk2YWYtZGI5ZWZmZjk3NWJlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2015,Three girls waking up from a hang over only to find the house is trashed and a mysterious pizza delivery guy is in a coma in their bathtub. They have to remember what happened the night ...,Action,SU,6.1,14,Indonesian,Ceppy Gober,"['Joanna Alexandra', 'Yuki Kato', 'Karina Nadila', 'Gandhi Fernando', 'Chika Waode', 'Kemal Palevi', 'Babe Cabita', 'Dhea Ananda', 'Rangga Djoned', 'Bran Vargas', 'Henky Solaiman', 'Zerny Rusmalia', 'Dennis Adhiswara', 'Meisya Siregar', 'Novita Angie']",90,0,-2.682985269,-0.219590211,-0.121868786,-0.622719801,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
223,Romeo + Rinjani,https://m.media-amazon.com/images/M/MV5BMjhlNGVmZmYtZTVhYS00YTE3LWJjOTQtNGNiNmIyODI3YjFjXkEyXkFqcGc@._V1_QL75_UX267_.jpg,2015,"Romeo (Deva Mahenra), works as a freelance photographer for an outdoor adventure magazine. One day, he got a job to take photographs on Mount Rinjani. On the way to Rinjani, Romeo meets someone who will change his life.",Adventure,R,6.1,11,Indonesian,Fajar Bustomi,"['Deva Mahenra', 'Kimberly Ryder', 'Alexa Key', 'Donna Harun', 'Fico Fachriza', 'Jessyca Stefani Auryn', 'Novi Herlina', 'Gary M. Iskak', 'Ananda Fatturahman', 'Sam Brodie', 'Sammy Notaslimboy', 'Sandrinna Michelle', 'Uus', 'Amel Alvie', 'Ranty Purnamasari']",85,13,-0.064632138,-0.219590211,-0.122090496,-0.965126258,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
224,Single,https://m.media-amazon.com/images/M/MV5BMTg5MjA0MTIyNV5BMl5BanBnXkFtZTgwNDMxOTEyNzE@._V1_FMjpg_UX1000_.jpg,2015,A single man desperately looking for a girl that brings him into an unforgettable journey.,Comedy,13+,6.8,628,Indonesian,Raditya Dika,"['Raditya Dika', 'Annisa Rawles', 'Chandra Liow', 'Pandji Pragiwaksono', 'Babe Cabita', 'Frederick Alexander', 'Tinna Harahap', 'Rina Hasyim', 'Dede Yusuf', 'Dewi Hughes', 'Elvira Devinamira', 'Pevita Pearce', nan, nan, nan]",127,13,-0.064632138,0.301207812,-0.076492146,1.911087975,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
225,The Wedding & Bebek Betutu,https://m.media-amazon.com/images/M/MV5BMTc5MDkxNjY5Nl5BMl5BanBnXkFtZTgwNzk4ODA3NjE@._V1_FMjpg_UX1000_.jpg,2015,"""The Crew"" trying hard to find the one behind the blackmail which threatens the wedding of their boss' daughter. They have to find the best ""Bebek Betutu"" recipe as requested by the very important soon to be parents in law in 24 hours.",Comedy,SU,6.8,26,Indonesian,Hilman Mutasi,"['Tora Sudiro', 'Aming Sugandhi', 'Ananda Omesh', 'Sogi Indra Dhuaja', 'Tike Priatnakusumah', 'Edric Tjandra', 'Ence Bagus', 'Ibob Tarigan', 'Mieke Amalia', 'Ronal Surapradja', 'Adinda Thomas', 'T.J.', 'Indra Birowo', 'Virnie Ismail', 'Marcel Chandrawinata']",109,0,-2.682985269,0.301207812,-0.120981946,0.678424732,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
226,Tuyul: Part 1,https://m.media-amazon.com/images/M/MV5BMTc4MDk2MTQ0N15BMl5BanBnXkFtZTgwMzU4ODE0NDE@._V1_FMjpg_UX1000_.jpg,2015,Husband and Wife move to an old house before the birth of their firstborn child. Suddenly they find a mysterious bottle underneath the broken wooden floor. The bottle might be home to a creature that could potentially put them in danger.,Horror,D,6,90,Indonesian,Billy Christian,"['Dinda Kanyadewi', 'Gandhi Fernando', 'Citra Prima', 'Ingrid Widjanarko', 'Karina Nadila', 'Topan Dicky', 'Dini Vitri', 'Allan Wangsa', 'Bubah Alfian', 'Frans Nicholas', 'Dimas Hary', 'Neny Aggraeni', nan, nan, nan]",95,21,1.546662096,-0.293989929,-0.116252134,-0.280313345,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
227,Comic 8,https://m.media-amazon.com/images/M/MV5BMTg3ODUzNDY2Ml5BMl5BanBnXkFtZTgwMzM5MjU5NjE@._V1_FMjpg_UX1000_.jpg,2014,Eight young people from various backgrounds and life stories coincidentally rob a bank at the same time.,Action,17+,7,839,Indonesian,Anggy Umbara,"['Ernest Prakasa', 'Kemal Palevi', 'Arie Kriting', 'Fico Fachriza', 'Babe Cabita', 'Bintang Timur', 'Mongol Stres', 'Mudy Taylor', 'Indro Warkop', 'Ence Bagus', 'Candil', 'Kiki Fatmala', 'Agung Hercules', 'Agus Kuncoro', 'Cak Lontong']",106,17,0.741014979,0.450007247,-0.060898545,0.472980859,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
228,Danau Hitam,https://m.media-amazon.com/images/M/MV5BZGM4ZmYyOTQtYjE3OS00YzEwLWIwNzgtNjc4NzBjNjRjMGM5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2014,"After 5 friends find mysterious chest at the lake, dreams and terrors begin to haunted them.",Horror,13+,6.1,7,Indonesian,Jose Poernomo,"['Ganindra Bimo', 'Nadine Chandrawinata', 'Maria Selena', 'Denny Sumargo', 'Daniel Topan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",90,13,-0.064632138,-0.219590211,-0.12238611,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
